"origin","dep_delay","arr_delay"
"LGA",-4,-29
"LGA",-2,-18
"LGA",3,-12
"LGA",-3,2
"LGA",13,-2
"LGA",14,5
"LGA",-7,-23
"LGA",-7,-28
"LGA",-2,-19
"LGA",5,-18
"LGA",8,-8
"LGA",-3,-29
"EWR",160,145
"EWR",44,39
"LGA",0,-10
"LGA",0,-14
"LGA",-7,-14
"LGA",-3,-20
"LGA",-6,-4
"LGA",-7,-26
"LGA",0,-19
"LGA",7,-17
"LGA",-6,-15
"LGA",-5,-19
"LGA",-4,-19
"LGA",-3,-7
"LGA",-2,-1
"LGA",1,-9
"LGA",-2,-20
"LGA",5,0
"LGA",-3,-15
"LGA",-5,-5
"LGA",-3,-19
"LGA",-7,-13
"LGA",5,-14
"LGA",8,-11
"LGA",0,-17
"LGA",8,-13
"LGA",-5,-20
"LGA",-5,-18
"LGA",-6,-22
"LGA",-10,-35
"LGA",-4,-10
"LGA",-8,-25
"LGA",-10,-15
"LGA",-3,-4
"LGA",-3,-5
"LGA",-3,-12
"LGA",7,-3
"LGA",-2,2
"LGA",-2,-14
"LGA",8,0
"LGA",2,-19
"LGA",-6,-10
"LGA",-2,-16
"LGA",0,-9
"LGA",12,-5
"LGA",18,12
"LGA",-12,-34
"LGA",-11,-39
"LGA",-5,-6
"LGA",-8,0
"LGA",-5,-17
"LGA",-3,-22
"LGA",-2,-21
"LGA",-5,-23
"LGA",58,73
"EWR",-2,-15
"LGA",-6,-14
"LGA",0,-25
"LGA",36,26
"EWR",-3,-8
"EWR",3,-16
"LGA",-6,-21
"EWR",3,5
"LGA",7,17
"EWR",7,13
"EWR",2,-10
"LGA",5,14
"EWR",11,2
"LGA",-4,-12
"EWR",-8,-17
"LGA",3,-13
"LGA",14,10
"EWR",-7,8
"LGA",-8,-12
"EWR",-7,-2
"LGA",-6,15
"EWR",-7,-2
"EWR",24,37
"EWR",9,12
"EWR",29,21
"EWR",-4,17
"EWR",18,20
"EWR",0,-2
"EWR",41,52
"LGA",-3,-19
"LGA",-1,-18
"EWR",10,20
"EWR",-4,22
"LGA",7,0
"LGA",-7,2
"LGA",-4,-5
"EWR",0,2
"EWR",1,-1
"LGA",10,-4
"EWR",51,59
"LGA",15,19
"LGA",17,21
"JFK",12,-9
"LGA",-9,-25
"EWR",-7,-7
"EWR",-7,-5
"LGA",-7,-7
"EWR",-6,-2
"LGA",-5,-3
"LGA",-4,-12
"LGA",-4,3
"LGA",-3,6
"EWR",-8,-18
"LGA",-2,-13
"LGA",-2,2
"EWR",-1,4
"EWR",-1,-2
"EWR",-1,-6
"LGA",-1,4
"LGA",0,-15
"LGA",2,-1
"EWR",-4,-7
"EWR",-8,-16
"LGA",-2,-4
"LGA",-4,-2
"LGA",2,20
"EWR",0,-25
"EWR",3,0
"EWR",15,1
"EWR",-4,10
"LGA",-1,9
"EWR",-3,-13
"EWR",7,16
"LGA",-7,24
"EWR",-6,1
"EWR",-5,-24
"EWR",-2,-5
"LGA",-3,-19
"EWR",-3,-8
"EWR",-3,-13
"LGA",-2,-26
"EWR",-1,3
"EWR",-3,-15
"EWR",0,-15
"EWR",-5,-23
"EWR",-3,-10
"LGA",-2,-7
"EWR",-2,8
"EWR",-3,-25
"LGA",11,2
"EWR",-5,-15
"LGA",0,-3
"EWR",-1,-6
"LGA",-5,-4
"EWR",22,13
"EWR",14,7
"EWR",26,19
"LGA",31,44
"EWR",3,1
"EWR",24,9
"EWR",78,82
"EWR",132,127
"LGA",-11,-21
"LGA",-7,-22
"LGA",-5,-16
"LGA",-2,-16
"LGA",-7,-21
"LGA",-1,-3
"LGA",-5,-5
"LGA",-1,14
"LGA",-1,-8
"LGA",-5,-26
"LGA",6,-6
"LGA",-2,-8
"LGA",33,10
"LGA",4,-20
"LGA",-9,-9
"LGA",-9,-14
"LGA",-8,-23
"LGA",-3,-20
"LGA",-2,-1
"LGA",9,11
"LGA",-9,-36
"LGA",3,-22
"LGA",3,0
"LGA",8,4
"EWR",-7,-25
"LGA",2,1
"LGA",-6,-26
"LGA",-4,-17
"EWR",-1,-21
"LGA",-3,-17
"EWR",-2,-2
"EWR",1,-4
"LGA",-8,-11
"LGA",-2,-16
"LGA",-5,0
"EWR",-5,-8
"EWR",-6,-15
"LGA",0,-22
"EWR",-4,-15
"LGA",6,-6
"LGA",-11,-31
"EWR",-6,-12
"EWR",-4,-9
"EWR",-3,-25
"LGA",-3,-10
"JFK",-10,-9
"LGA",-8,-24
"LGA",-5,-15
"JFK",-6,-12
"JFK",-6,-7
"EWR",-6,-17
"LGA",-5,-35
"JFK",-4,7
"JFK",-4,-13
"EWR",-3,-17
"LGA",-2,-33
"LGA",-8,-10
"LGA",-2,2
"LGA",-2,-14
"LGA",-1,-18
"LGA",9,-2
"JFK",0,-9
"LGA",-3,-24
"LGA",27,35
"LGA",-6,14
"LGA",-10,-4
"EWR",67,56
"EWR",-7,-9
"EWR",-7,-19
"LGA",24,17
"LGA",-5,-7
"EWR",17,19
"EWR",-2,-7
"JFK",-7,-9
"JFK",-7,-10
"EWR",1,1
"LGA",11,3
"EWR",-13,-18
"JFK",19,19
"EWR",5,8
"EWR",6,-2
"EWR",17,16
"LGA",-4,-15
"EWR",1,-5
"LGA",-2,-17
"EWR",-6,7
"LGA",15,20
"EWR",-6,-16
"JFK",-2,-31
"JFK",0,-15
"EWR",0,-20
"JFK",-4,-3
"EWR",-3,-4
"JFK",0,-5
"LGA",2,-12
"EWR",102,64
"EWR",6,-8
"EWR",2,-16
"LGA",-9,-17
"LGA",-8,-19
"EWR",-4,-9
"LGA",-8,-21
"LGA",-7,-7
"LGA",-5,-35
"EWR",-5,-10
"LGA",-5,-9
"EWR",73,57
"EWR",-1,6
"LGA",0,-3
"EWR",-9,-21
"LGA",2,-12
"EWR",87,91
"EWR",3,9
"EWR",-10,-4
"LGA",-6,-25
"EWR",0,-7
"LGA",74,41
"LGA",15,-3
"EWR",0,-2
"LGA",-8,-31
"EWR",-1,-5
"EWR",-6,-19
"LGA",-11,-21
"EWR",-5,1
"LGA",-7,-25
"EWR",-2,-14
"EWR",-2,-8
"LGA",34,23
"EWR",-3,-8
"EWR",1,0
"EWR",25,32
"LGA",-4,-27
"LGA",-8,-13
"JFK",49,25
"EWR",-3,-2
"EWR",-2,-3
"LGA",-7,-20
"EWR",0,11
"LGA",1,-24
"EWR",-7,-10
"EWR",-12,-12
"LGA",-11,-23
"LGA",-5,-11
"LGA",-5,-13
"EWR",10,11
"LGA",-8,5
"EWR",-7,-5
"LGA",-6,-14
"EWR",-2,5
"EWR",-2,1
"LGA",1,-6
"EWR",-1,-5
"EWR",-7,-12
"LGA",-8,-9
"EWR",-7,-14
"LGA",10,-2
"EWR",0,-6
"EWR",21,15
"EWR",-3,-10
"LGA",-2,-8
"LGA",-1,-18
"LGA",-5,-11
"LGA",-1,-4
"LGA",-3,4
"EWR",-2,-6
"LGA",68,62
"EWR",-5,-14
"LGA",-1,-19
"EWR",11,7
"EWR",-3,-10
"LGA",-2,-33
"LGA",-6,9
"EWR",-2,-24
"EWR",-3,-7
"LGA",-2,-3
"EWR",-8,-17
"EWR",7,-1
"EWR",0,-20
"LGA",-6,-23
"EWR",-2,-12
"LGA",-10,-10
"LGA",-4,-11
"EWR",-2,-11
"LGA",-7,-13
"LGA",-6,-20
"LGA",-1,-17
"LGA",0,-9
"LGA",0,-2
"EWR",3,8
"LGA",33,11
"LGA",-5,-9
"LGA",-3,11
"EWR",89,77
"EWR",181,182
"LGA",31,21
"LGA",0,-14
"LGA",-6,-17
"LGA",-4,-20
"LGA",26,9
"EWR",44,50
"LGA",253,246
"LGA",63,56
"LGA",31,18
"LGA",-4,4
"LGA",-5,1
"LGA",-2,-12
"LGA",65,80
"LGA",-3,-14
"LGA",-7,3
"EWR",104,96
"LGA",-10,-16
"LGA",-8,-20
"EWR",-7,-2
"LGA",-6,-17
"EWR",-6,-13
"LGA",-5,-9
"LGA",-5,-1
"LGA",12,-14
"EWR",-2,1
"LGA",11,8
"LGA",-2,-7
"LGA",5,2
"EWR",-4,-16
"LGA",-12,-11
"EWR",-2,-24
"EWR",0,2
"LGA",12,-6
"LGA",-4,-24
"LGA",-3,-18
"EWR",-10,-16
"LGA",8,-9
"EWR",-2,-33
"LGA",-6,-6
"EWR",6,5
"EWR",-5,-3
"EWR",-4,-19
"EWR",-3,-3
"EWR",118,108
"LGA",1,-13
"LGA",86,52
"EWR",5,16
"EWR",-1,-10
"LGA",-4,-20
"EWR",-1,1
"EWR",12,0
"EWR",-1,-11
"LGA",-1,-11
"EWR",0,-1
"EWR",35,57
"LGA",-8,-23
"LGA",-3,-2
"LGA",-11,-21
"EWR",4,10
"EWR",-6,-3
"LGA",-10,-1
"EWR",218,212
"LGA",-7,-12
"LGA",-6,-24
"LGA",-4,-15
"EWR",7,-4
"LGA",-2,-16
"LGA",6,-1
"LGA",3,-18
"LGA",-1,-2
"EWR",20,5
"LGA",61,35
"EWR",9,-7
"LGA",-4,-20
"LGA",-3,-3
"LGA",-5,-10
"LGA",-9,-4
"LGA",-5,-15
"LGA",11,-3
"LGA",44,17
"LGA",-9,-7
"LGA",-9,-29
"LGA",-6,-2
"LGA",-10,-33
"LGA",-4,0
"LGA",-7,-5
"LGA",-6,-7
"LGA",-6,-34
"LGA",-9,-15
"LGA",85,69
"LGA",-10,-14
"LGA",-5,-18
"LGA",3,-1
"LGA",104,94
"LGA",-4,-5
"LGA",-4,-18
"LGA",-1,-26
"LGA",0,-23
"LGA",68,40
"LGA",-13,-6
"LGA",-3,-16
"LGA",-5,-21
"LGA",-17,-37
"LGA",-3,-8
"LGA",-4,-7
"LGA",58,28
"LGA",14,0
"LGA",54,37
"LGA",-6,-17
"LGA",-5,-25
"LGA",-5,-22
"LGA",-4,-1
"LGA",-2,-7
"LGA",-1,7
"LGA",-9,-35
"LGA",32,36
"LGA",0,-12
"LGA",9,2
"LGA",30,7
"LGA",-3,-23
"LGA",32,15
"LGA",-6,-18
"LGA",-5,-1
"LGA",-9,-31
"LGA",-3,-23
"LGA",6,22
"LGA",4,-18
"LGA",-9,-16
"LGA",-6,-13
"LGA",4,-19
"JFK",-8,-24
"LGA",-8,-19
"JFK",-8,21
"JFK",-9,15
"EWR",-12,-1
"JFK",-7,-6
"LGA",50,27
"LGA",-5,-23
"JFK",-3,21
"LGA",-2,-27
"LGA",7,-18
"EWR",-3,-1
"EWR",0,-11
"JFK",-10,25
"EWR",-8,-12
"LGA",-23,-42
"JFK",-12,33
"EWR",-3,-5
"JFK",-5,2
"EWR",10,1
"EWR",-4,-25
"JFK",-4,37
"EWR",-2,-11
"JFK",-4,15
"EWR",-2,-30
"EWR",-2,-2
"EWR",-4,-21
"LGA",-5,-12
"LGA",-7,-30
"JFK",-9,48
"EWR",-6,-15
"EWR",-13,-25
"JFK",-5,23
"LGA",-9,-26
"LGA",64,21
"EWR",-3,-20
"JFK",37,51
"JFK",2,24
"JFK",13,25
"EWR",-17,-29
"LGA",-7,-2
"LGA",-7,-18
"LGA",-6,-18
"LGA",-6,-6
"JFK",-6,12
"LGA",-2,-17
"EWR",-9,-18
"EWR",-13,-23
"EWR",-7,-31
"LGA",20,-1
"EWR",-5,-15
"LGA",0,-10
"JFK",21,22
"EWR",43,48
"EWR",2,5
"JFK",48,60
"EWR",-10,-22
"EWR",17,1
"JFK",-8,-3
"LGA",-6,-8
"EWR",18,20
"JFK",19,11
"EWR",6,-13
"EWR",0,-15
"EWR",0,-8
"EWR",90,81
"JFK",-8,7
"LGA",-8,-4
"JFK",-5,-9
"JFK",1,-5
"EWR",-5,-22
"LGA",125,108
"LGA",49,32
"EWR",-5,-24
"EWR",9,3
"LGA",-5,-14
"JFK",6,-5
"LGA",49,34
"EWR",118,86
"JFK",-3,-15
"EWR",112,100
"EWR",131,123
"JFK",-9,-14
"JFK",-3,2
"LGA",58,39
"EWR",75,58
"JFK",20,14
"JFK",52,45
"JFK",38,37
"JFK",-9,-14
"JFK",-4,-17
"EWR",-8,-18
"EWR",-4,-13
"LGA",-7,-13
"JFK",-5,-22
"JFK",-9,-3
"EWR",-7,-17
"JFK",-7,-10
"EWR",-7,-17
"EWR",-6,9
"EWR",-6,-1
"JFK",-4,-21
"EWR",-3,-1
"EWR",-2,3
"JFK",-2,-9
"EWR",-1,14
"EWR",-4,-3
"EWR",-6,2
"EWR",-7,-5
"JFK",-4,-9
"JFK",2,-7
"EWR",-6,13
"EWR",-8,2
"EWR",0,-5
"EWR",-5,-11
"EWR",-8,-4
"EWR",-7,-17
"JFK",-6,-18
"EWR",-5,-19
"EWR",-7,-19
"JFK",-5,-9
"EWR",-4,-7
"JFK",-4,-9
"EWR",-9,-8
"JFK",-3,-6
"EWR",-8,1
"EWR",-7,-14
"JFK",-2,-25
"EWR",0,6
"EWR",0,-1
"JFK",-5,-16
"EWR",-5,-14
"EWR",0,-3
"EWR",-4,-6
"EWR",-8,-3
"EWR",16,26
"EWR",-7,6
"JFK",-7,-7
"EWR",-4,-13
"JFK",-10,-10
"EWR",-8,-10
"EWR",-7,-10
"EWR",-6,-5
"JFK",-7,-35
"LGA",-10,-25
"LGA",-10,-11
"EWR",-10,-21
"JFK",-7,-10
"JFK",-7,-17
"LGA",-6,-26
"JFK",-5,5
"EWR",-10,-10
"JFK",-6,-10
"LGA",-4,-16
"LGA",-4,-12
"JFK",2,10
"JFK",-7,-6
"JFK",-2,16
"JFK",-1,11
"LGA",-1,4
"LGA",-5,6
"JFK",10,11
"LGA",-9,-11
"EWR",-3,6
"JFK",-8,-7
"EWR",-3,-12
"EWR",4,-7
"JFK",-5,-14
"EWR",-5,25
"LGA",-14,-17
"LGA",-9,-12
"EWR",0,-6
"EWR",-5,-13
"EWR",-17,-19
"EWR",-5,-26
"LGA",-13,-17
"EWR",-1,-17
"JFK",-6,-22
"LGA",-5,-7
"JFK",-8,-8
"LGA",-2,-7
"EWR",-5,-12
"LGA",-18,-8
"EWR",-3,-14
"LGA",-3,-13
"LGA",-6,-14
"JFK",-7,-22
"EWR",-1,-8
"JFK",-5,-18
"EWR",-8,-21
"JFK",-10,-10
"EWR",97,89
"EWR",-7,-16
"EWR",-2,2
"EWR",-7,-13
"EWR",9,1
"EWR",-10,-31
"EWR",-5,-5
"JFK",-3,11
"LGA",-14,-25
"JFK",-15,-27
"JFK",-4,10
"EWR",-3,-13
"JFK",-7,-8
"EWR",-4,-4
"JFK",-7,-18
"EWR",97,82
"JFK",-5,-2
"EWR",-10,-26
"EWR",-5,-3
"JFK",-9,-13
"LGA",-8,-15
"JFK",-3,-11
"LGA",-11,-25
"JFK",-7,-26
"LGA",-6,-15
"JFK",-1,-10
"LGA",-6,0
"EWR",-1,-13
"JFK",-10,-19
"JFK",-5,-22
"EWR",-8,3
"LGA",-4,-19
"LGA",-7,-8
"LGA",-11,-20
"JFK",-2,-15
"LGA",2,12
"JFK",-8,-17
"LGA",-11,-3
"JFK",-1,-27
"LGA",-10,-27
"EWR",-3,-9
"JFK",-8,-3
"LGA",-6,9
"LGA",-6,-6
"JFK",-7,-20
"EWR",-5,-14
"EWR",-3,1
"JFK",-8,-19
"JFK",-7,-18
"JFK",-6,-11
"LGA",-3,-9
"EWR",29,38
"JFK",-8,-34
"EWR",-6,-6
"EWR",3,3
"EWR",-4,-6
"EWR",-1,-6
"JFK",-11,-24
"LGA",-10,-1
"EWR",0,-4
"EWR",-8,-9
"JFK",-3,-13
"LGA",-7,1
"JFK",-7,-11
"LGA",-6,-7
"JFK",-2,-11
"LGA",-6,-7
"JFK",-6,-10
"LGA",-5,-15
"JFK",-5,-12
"EWR",-10,-24
"EWR",-2,14
"EWR",-2,-4
"JFK",-3,-13
"JFK",-2,9
"JFK",43,46
"EWR",-2,-4
"JFK",-2,-6
"EWR",-6,0
"EWR",-8,-6
"LGA",-3,-2
"LGA",28,38
"LGA",-7,3
"LGA",-11,-16
"EWR",-6,-7
"JFK",-5,-16
"JFK",-13,-10
"LGA",-7,-21
"JFK",-16,-32
"JFK",-6,-17
"EWR",-5,2
"EWR",-1,-2
"LGA",-2,17
"EWR",-5,-14
"EWR",-7,-10
"EWR",-11,-27
"LGA",-11,-5
"EWR",-7,-29
"JFK",-10,-15
"JFK",-10,-21
"LGA",1,17
"LGA",-8,-1
"LGA",-7,4
"EWR",-4,13
"LGA",11,6
"JFK",-6,-17
"LGA",0,2
"EWR",-10,-21
"EWR",-1,4
"EWR",-5,-2
"EWR",-11,-7
"JFK",-3,-20
"EWR",-2,5
"JFK",-2,11
"LGA",-2,7
"LGA",-1,8
"EWR",-6,4
"LGA",-4,2
"LGA",-4,25
"JFK",-9,0
"EWR",-4,7
"LGA",-8,11
"JFK",-2,-15
"LGA",-3,-4
"JFK",2,0
"JFK",-2,8
"LGA",-6,-1
"LGA",-1,2
"JFK",-6,-19
"LGA",-10,-8
"JFK",0,11
"JFK",-5,-8
"EWR",-9,-33
"EWR",-11,-3
"EWR",-5,-27
"LGA",-7,7
"EWR",-4,5
"EWR",-7,-6
"LGA",-3,12
"LGA",-2,1
"LGA",-5,-1
"LGA",-8,-9
"LGA",19,26
"LGA",-6,-5
"LGA",-11,8
"JFK",-6,-12
"LGA",-17,-2
"JFK",-6,-6
"JFK",-16,-25
"JFK",7,-3
"EWR",-9,-24
"LGA",-4,7
"EWR",72,67
"EWR",-3,-1
"EWR",-8,-15
"LGA",-9,-2
"EWR",-10,33
"LGA",-8,-4
"EWR",68,67
"LGA",-7,9
"JFK",-6,-17
"EWR",-5,9
"LGA",-6,-7
"EWR",-3,-30
"EWR",-5,-20
"LGA",-7,2
"LGA",-7,15
"LGA",-1,2
"EWR",-1,-16
"LGA",0,11
"LGA",-7,-2
"LGA",-6,13
"JFK",16,4
"LGA",-5,-7
"EWR",-7,-2
"EWR",-2,-22
"EWR",-7,-11
"LGA",1,19
"EWR",-5,-15
"JFK",-1,-12
"LGA",3,0
"LGA",-10,7
"JFK",-5,-18
"LGA",-4,11
"EWR",-1,2
"JFK",-7,-18
"JFK",3,-21
"EWR",0,-21
"EWR",-3,-18
"EWR",-3,-8
"JFK",-2,-32
"EWR",89,73
"JFK",30,10
"EWR",3,-9
"JFK",-5,-7
"EWR",-10,-26
"JFK",6,2
"LGA",102,88
"EWR",-2,-20
"EWR",1,-14
"LGA",-4,17
"LGA",-8,-10
"LGA",-10,-17
"LGA",-10,8
"LGA",-9,2
"EWR",-10,-13
"LGA",-5,-17
"JFK",-7,-20
"LGA",-7,5
"LGA",-6,2
"JFK",-5,-5
"LGA",-4,5
"LGA",-4,-3
"EWR",-1,0
"LGA",-8,-21
"EWR",-1,-22
"EWR",19,7
"LGA",-6,-11
"EWR",-5,-28
"LGA",-4,-5
"JFK",-5,-12
"LGA",11,15
"LGA",3,-4
"LGA",-6,-10
"EWR",7,1
"LGA",-7,-6
"JFK",58,78
"LGA",-5,-6
"LGA",-6,-3
"EWR",10,1
"LGA",-3,-10
"JFK",57,110
"LGA",17,25
"LGA",-1,-8
"EWR",-1,13
"EWR",0,-5
"EWR",4,-2
"EWR",66,96
"JFK",-8,-15
"LGA",-17,-12
"LGA",-7,-6
"LGA",-3,-8
"LGA",1,6
"EWR",-6,-15
"JFK",-9,-23
"JFK",-9,-21
"JFK",-10,-2
"LGA",-8,-26
"JFK",-8,-12
"LGA",-7,-6
"LGA",-5,0
"EWR",-5,-14
"LGA",-4,-5
"LGA",-9,-11
"LGA",-3,4
"JFK",-3,-10
"EWR",67,56
"LGA",-3,4
"LGA",-6,14
"LGA",0,5
"JFK",1,6
"EWR",-1,-20
"JFK",81,89
"EWR",-8,-16
"EWR",-8,-15
"LGA",0,40
"LGA",-5,0
"JFK",-9,-10
"EWR",-3,-8
"EWR",28,23
"JFK",-6,-16
"EWR",39,59
"LGA",29,39
"EWR",5,-12
"EWR",37,32
"EWR",7,-3
"LGA",-7,3
"EWR",9,8
"EWR",-6,-22
"JFK",25,15
"EWR",-4,-9
"EWR",-11,-25
"LGA",11,31
"LGA",-9,3
"EWR",-6,-18
"JFK",-11,-14
"JFK",41,48
"JFK",-4,-17
"EWR",-3,-20
"JFK",-1,-11
"EWR",0,-15
"LGA",31,37
"EWR",51,33
"LGA",2,6
"LGA",-12,-11
"LGA",-2,2
"JFK",-9,4
"LGA",-9,-8
"LGA",-8,0
"EWR",-7,-5
"JFK",-6,-10
"LGA",-6,-2
"LGA",-6,-3
"JFK",-6,-3
"LGA",-5,7
"LGA",-4,1
"LGA",-4,19
"EWR",-4,-11
"EWR",-2,-11
"LGA",-2,-1
"EWR",-3,-13
"EWR",0,3
"EWR",-6,-18
"EWR",41,43
"EWR",16,-1
"EWR",-5,-21
"JFK",20,20
"EWR",-4,-6
"EWR",-4,-16
"EWR",-5,10
"JFK",-4,-13
"EWR",-3,-6
"EWR",0,-11
"EWR",-4,5
"JFK",-10,-5
"JFK",75,80
"EWR",26,41
"EWR",-11,-23
"EWR",-7,-22
"EWR",-5,-10
"EWR",-5,-8
"LGA",-8,2
"EWR",-3,-5
"LGA",-7,-2
"JFK",-6,2
"JFK",-6,-1
"LGA",0,-3
"LGA",-8,-14
"LGA",4,10
"LGA",23,15
"EWR",-5,-23
"LGA",-5,1
"JFK",-3,-11
"LGA",-4,1
"JFK",-3,-13
"EWR",3,-14
"LGA",-3,16
"LGA",-6,-9
"JFK",-9,-36
"EWR",-4,-22
"LGA",-3,8
"LGA",-7,-15
"LGA",-7,-1
"EWR",5,6
"LGA",-6,-2
"EWR",-5,41
"JFK",-5,-24
"EWR",2,-7
"LGA",-2,3
"EWR",0,-9
"EWR",-5,-18
"EWR",17,15
"EWR",0,-7
"LGA",-11,-8
"JFK",-3,-7
"LGA",14,15
"EWR",11,2
"EWR",-4,-12
"EWR",-3,-25
"LGA",-8,-4
"EWR",31,23
"LGA",-10,-13
"JFK",-10,-23
"EWR",23,16
"LGA",-4,0
"LGA",-3,-7
"JFK",-8,-17
"LGA",-6,-1
"EWR",-6,-3
"LGA",-4,-7
"EWR",-4,-17
"JFK",-11,-11
"JFK",1,8
"EWR",34,22
"EWR",0,10
"JFK",-13,-28
"LGA",-5,-16
"JFK",-4,-16
"LGA",-8,-19
"JFK",-17,-40
"EWR",-5,-3
"LGA",19,8
"EWR",18,0
"LGA",74,57
"JFK",-6,-26
"JFK",-5,-8
"LGA",-8,-2
"EWR",-2,-11
"EWR",-3,-13
"JFK",-7,-24
"LGA",-6,12
"JFK",-5,-10
"EWR",-5,-8
"EWR",-7,-15
"JFK",-4,-28
"JFK",-8,-10
"JFK",-3,8
"LGA",-3,17
"JFK",-7,-11
"EWR",6,2
"JFK",-6,-17
"LGA",-10,3
"EWR",7,29
"EWR",-6,-7
"JFK",-3,19
"JFK",-6,-17
"EWR",-6,-12
"EWR",-7,12
"EWR",-6,-23
"LGA",-5,5
"LGA",-11,-27
"JFK",-1,9
"LGA",-5,17
"LGA",20,12
"EWR",-3,-7
"LGA",-9,-16
"LGA",-4,1
"JFK",-2,-4
"LGA",-3,6
"LGA",-7,10
"LGA",-6,-11
"JFK",-1,20
"JFK",0,-8
"LGA",2,14
"EWR",-9,-18
"JFK",-7,-1
"JFK",0,17
"JFK",-4,-14
"EWR",-3,-9
"LGA",-9,6
"EWR",-4,-10
"LGA",-7,2
"EWR",-6,-2
"EWR",-6,-3
"LGA",35,63
"LGA",-5,0
"EWR",-4,-16
"EWR",-8,-18
"EWR",-2,-12
"LGA",-6,3
"JFK",-6,16
"EWR",-5,-7
"JFK",-5,-22
"JFK",-5,-4
"JFK",-4,-7
"EWR",-3,-6
"JFK",33,30
"EWR",-1,-6
"JFK",33,44
"LGA",-1,11
"EWR",0,-14
"JFK",-8,-15
"JFK",-3,21
"LGA",-8,7
"EWR",-3,-3
"LGA",40,41
"LGA",5,30
"EWR",-5,-24
"LGA",-5,-12
"EWR",0,10
"EWR",-4,-12
"JFK",0,-8
"JFK",-4,-16
"EWR",-4,-11
"EWR",30,20
"JFK",-2,-17
"EWR",-10,-22
"LGA",-10,-6
"LGA",-9,2
"JFK",-3,-3
"LGA",-8,-8
"JFK",-7,-27
"JFK",-6,-17
"JFK",-5,-29
"JFK",-4,-3
"LGA",10,9
"JFK",-4,-19
"EWR",-4,-16
"EWR",-3,-11
"JFK",26,27
"LGA",-4,9
"LGA",-3,13
"LGA",3,28
"JFK",-1,17
"LGA",-6,-2
"EWR",44,27
"LGA",1,13
"EWR",39,39
"LGA",16,19
"LGA",2,3
"LGA",13,37
"EWR",93,83
"EWR",-6,-11
"EWR",-3,2
"LGA",-8,11
"LGA",-2,6
"JFK",-5,-20
"EWR",-5,-16
"JFK",-4,-18
"JFK",0,-22
"EWR",-5,3
"LGA",-5,9
"JFK",-9,-24
"LGA",-2,32
"JFK",-7,-34
"EWR",-8,-18
"LGA",-2,2
"LGA",-6,17
"EWR",39,46
"JFK",-10,-13
"EWR",-9,-18
"JFK",-7,-29
"JFK",-6,-9
"LGA",-5,11
"LGA",30,29
"EWR",-5,-28
"JFK",-5,1
"JFK",-10,-19
"EWR",-5,-8
"JFK",32,7
"EWR",-1,-1
"JFK",-6,-19
"EWR",-1,-17
"LGA",-4,-5
"EWR",22,0
"EWR",1,-7
"JFK",-8,-28
"LGA",-8,11
"LGA",-6,-6
"EWR",-4,-13
"EWR",-4,-10
"JFK",-3,-21
"JFK",13,13
"EWR",0,-14
"JFK",-4,-17
"JFK",-3,12
"EWR",-6,-18
"LGA",-10,-22
"JFK",-8,-29
"LGA",-9,-8
"LGA",6,10
"JFK",23,1
"LGA",-2,6
"LGA",-7,-4
"JFK",-6,-2
"JFK",-6,18
"LGA",-6,4
"LGA",-6,11
"LGA",-5,1
"EWR",10,6
"JFK",5,1
"JFK",0,-13
"LGA",5,16
"EWR",51,35
"JFK",-4,5
"JFK",-4,-1
"LGA",-4,-10
"LGA",-3,8
"EWR",-3,-6
"EWR",19,13
"EWR",-2,0
"JFK",-2,-5
"LGA",-6,-1
"EWR",-4,-26
"JFK",1,-10
"JFK",-8,-7
"EWR",12,-1
"EWR",-7,-17
"EWR",63,50
"JFK",-7,-3
"EWR",-4,-17
"EWR",9,-8
"EWR",-3,-14
"EWR",4,-6
"JFK",-4,-10
"EWR",12,4
"EWR",-6,-13
"EWR",-3,3
"EWR",-4,-13
"LGA",-2,-21
"EWR",-5,-21
"EWR",-10,-20
"JFK",-5,-18
"LGA",-3,5
"EWR",-2,-13
"JFK",-8,-32
"JFK",-3,-11
"EWR",-3,-8
"EWR",2,-12
"JFK",138,140
"EWR",-7,-6
"JFK",-4,7
"JFK",-7,-8
"EWR",-9,-20
"JFK",-4,5
"JFK",-4,-10
"LGA",19,14
"LGA",14,16
"JFK",74,67
"EWR",31,22
"EWR",45,27
"EWR",0,-4
"EWR",18,-6
"LGA",-7,-19
"LGA",-7,9
"LGA",-10,-19
"LGA",-4,12
"LGA",-4,-11
"LGA",-9,-21
"EWR",23,16
"LGA",-7,-21
"EWR",-7,-25
"LGA",-6,-11
"EWR",-5,-17
"EWR",-6,-14
"LGA",-4,5
"LGA",-4,-3
"LGA",0,-8
"EWR",-7,-32
"EWR",-7,-19
"EWR",0,3
"EWR",-4,-15
"LGA",67,78
"LGA",-3,3
"LGA",-7,8
"JFK",6,-6
"LGA",-10,-9
"JFK",-5,-11
"EWR",6,18
"EWR",-7,-4
"EWR",4,-23
"LGA",41,65
"EWR",-1,-20
"EWR",-4,-20
"JFK",-3,0
"EWR",7,14
"JFK",-2,-15
"LGA",-4,-1
"EWR",-5,-27
"EWR",-9,-17
"JFK",-9,0
"JFK",-7,-11
"EWR",-6,-20
"JFK",-6,-3
"LGA",-6,3
"JFK",-6,-8
"JFK",-6,-14
"JFK",63,64
"JFK",-2,1
"JFK",-4,-15
"JFK",-4,-12
"EWR",-4,-23
